INFO id, ap, power, state, timer, x, y
INFO 107, 73, 26, connected, inf, 26.612325318882682
INFO 108, 46, 22, connected, inf, 44.02988504221124
INFO 109, 59, 22, connected, inf, 66.04482756331686
INFO 110, 6, 30, connected, inf, 26.800184098286717
INFO 111, 3, 30, connected, inf, 11.166743374286133
INFO 112, 32, 30, connected, inf, 44.66697349714453
INFO 113, 19, 30, connected, inf, 22.333486748572266
INFO 114, 20, 24, connected, inf, 22.09664450608101
INFO 115, 9, 30, connected, inf, 26.800184098286717
INFO 116, 54, 30, connected, inf, 14.888991165714843
INFO 117, 11, 22, connected, inf, 132.08965512663372
INFO 118, 52, 30, connected, inf, 33.5002301228584
INFO 119, 1, 22, connected, inf, 132.08965512663372
INFO 120, 80, 22, connected, inf, 44.02988504221124
INFO 121, 37, 24, connected, inf, 44.19328901216202
INFO 122, 10, 30, connected, inf, 22.333486748572266
INFO 123, 17, 22, connected, inf, 44.02988504221124
INFO 124, 58, 30, connected, inf, 67.0004602457168
INFO 125, 69, 24, connected, inf, 66.28993351824303
INFO 126, 32, 30, connected, inf, 44.66697349714453
INFO 127, 27, 26, connected, inf, 66.5308132972067
INFO 128, 74, 26, connected, inf, 19.008803799201917
INFO 129, 73, 26, connected, inf, 26.612325318882682
INFO 130, 30, 30, connected, inf, 12.761992427755581
INFO 131, 7, 28, connected, inf, 66.76761017087898
INFO 132, 28, 30, connected, inf, 67.0004602457168
INFO 133, 3, 30, connected, inf, 11.166743374286133
INFO 134, 72, 30, connected, inf, 33.5002301228584
INFO 135, 71, 22, connected, inf, 22.01494252110562
INFO 136, 20, 24, connected, inf, 22.09664450608101
INFO 137, 15, 22, connected, inf, 22.01494252110562
INFO 138, 10, 30, connected, inf, 22.333486748572266
INFO 139, 33, 22, connected, inf, 22.01494252110562
INFO 140, 80, 22, connected, inf, 44.02988504221124
INFO 141, 37, 24, connected, inf, 44.19328901216202
INFO 142, 10, 30, connected, inf, 22.333486748572266
INFO 143, 71, 22, connected, inf, 22.01494252110562
INFO 144, 20, 24, connected, inf, 22.09664450608101
INFO 145, 73, 26, connected, inf, 26.612325318882682
INFO 146, 4, 30, connected, inf, 67.0004602457168
INFO 147, 47, 26, connected, inf, 33.26540664860335
INFO 148, None, 0, detached, 1, 0
INFO 149, 47, 26, connected, inf, 33.26540664860335
